filename,nrow,ncol,nnz,sparsity,N(B),cusparse,SEQREDUCE_ROWBALANCE,PARREDUCE_ROWBALANCE,SEQREDUCE_NNZBALANCE,PARREDUCE_NNZBALANCE,ROWCACHING_ROWBALANCE,ROWCACHING_NNZBALANCE,THE_BEST_ALG_INDEX,THE_BEST_ALG_NAME
mi2010.mtx,329885,329885,789045,7.25065e-06,16,0.202854,0.0703488,0.418714,0.180838,1.23044,0.418406,0.0703488,1,SEQREDUCE_ROWBALANCE
oscil_dcop_56.mtx,430,430,1544,0.00835046,16,0.0162816,0.004096,0.004096,0.0078848,0.0060416,0.004096,0.004096,1,SEQREDUCE_ROWBALANCE
dynamicSoaringProblem_6.mtx,3431,3431,19335,0.00164249,16,0.0191488,0.0648192,0.0123904,0.0121856,0.0161792,0.0123904,0.0648192,3,SEQREDUCE_NNZBALANCE
adder_dcop_51.mtx,1813,1813,11246,0.00342139,16,0.01792,0.062976,0.0119808,0.0119808,0.0099328,0.0120832,0.062976,4,PARREDUCE_NNZBALANCE
cat_ears_4_4.mtx,19020,44448,132888,0.000157189,16,0.0311296,0.0080896,0.0278528,0.0259072,0.0823296,0.0277504,0.0079872,6,ROWCACHING_NNZBALANCE
atmosmodj.mtx,1270432,1270432,8814880,5.46152e-06,16,1.14422,0.385638,1.90413,1.06086,5.62156,1.90648,0.386458,1,SEQREDUCE_ROWBALANCE
dwt_307.mtx,307,307,1415,0.0150134,16,0.0150528,0.004608,0.004096,0.0068608,0.0055296,0.004096,0.004608,2,PARREDUCE_ROWBALANCE
rajat01.mtx,6833,6833,43250,0.000926325,16,0.0219136,0.0731136,0.014848,0.014848,0.0309248,0.014848,0.0731136,2,PARREDUCE_ROWBALANCE
c-48.mtx,18354,18354,92217,0.000273747,16,0.0263168,0.0128,0.0258048,0.0196608,0.0744448,0.0259072,0.0128,1,SEQREDUCE_ROWBALANCE
kineticBatchReactor_6.mtx,7773,7773,43280,0.000716325,16,0.0201728,0.132608,0.0251904,0.0131072,0.033792,0.0248832,0.132608,3,SEQREDUCE_NNZBALANCE
TSOPF_RS_b162_c3.mtx,15374,15374,610299,0.00258208,16,0.0572416,0.0187392,0.029184,0.0612352,0.107315,0.029184,0.0187392,1,SEQREDUCE_ROWBALANCE
mark3jac060sc.mtx,27449,27449,170695,0.000226552,16,0.0350208,0.0105472,0.0391168,0.0360448,0.116224,0.0392192,0.0106496,1,SEQREDUCE_ROWBALANCE
bcsstk24.mtx,3562,3562,81736,0.00644207,16,0.0192512,0.0069632,0.008192,0.0177152,0.022016,0.0082944,0.0069632,1,SEQREDUCE_ROWBALANCE
m14b.mtx,214765,214765,1679018,3.64023e-05,16,0.239206,0.065536,0.282522,0.177254,0.944845,0.282624,0.065536,1,SEQREDUCE_ROWBALANCE
rajat27.mtx,20640,20640,99777,0.000234213,16,0.0304128,0.0939008,0.0301056,0.0237568,0.0847872,0.0301056,0.0946176,3,SEQREDUCE_NNZBALANCE
stat96v2.mtx,29089,957432,2852184,0.00010241,16,0.376013,0.397107,0.12329,0.24023,0.428237,0.12329,0.395469,2,PARREDUCE_ROWBALANCE
adder_dcop_04.mtx,1813,1813,11107,0.0033791,16,0.0171008,0.0618496,0.0120832,0.011776,0.0099328,0.0119808,0.0618496,4,PARREDUCE_NNZBALANCE
lp_bnl2.mtx,2324,4486,14996,0.0014384,16,0.0193536,0.0078848,0.0068608,0.0129024,0.0120832,0.0068608,0.0078848,2,PARREDUCE_ROWBALANCE
str_200.mtx,363,363,3068,0.0232832,16,0.0164864,0.00512,0.0044032,0.0119808,0.0059392,0.0045056,0.0052224,2,PARREDUCE_ROWBALANCE
oscil_dcop_46.mtx,430,430,1544,0.00835046,16,0.0162816,0.0041984,0.0041984,0.0078848,0.0060416,0.0041984,0.004096,6,ROWCACHING_NNZBALANCE
vsp_msc10848_300sep_100in_1Kout.mtx,21996,21996,1221028,0.0025237,16,0.0979968,0.0628736,0.0508928,0.0671744,0.183808,0.050688,0.0628736,5,ROWCACHING_ROWBALANCE
bayer06.mtx,3008,3008,27576,0.00304772,16,0.0206848,0.0075776,0.0079872,0.0162816,0.015872,0.0079872,0.0074752,6,ROWCACHING_NNZBALANCE
GD01_a.mtx,311,311,645,0.00666867,16,0.0183296,0.004608,0.004096,0.0065536,0.006144,0.004096,0.004608,2,PARREDUCE_ROWBALANCE
ex4.mtx,1601,1601,16950,0.00661283,16,0.0167936,0.005632,0.005632,0.0110592,0.0099328,0.005632,0.005632,1,SEQREDUCE_ROWBALANCE
sd2010.mtx,88360,88360,205361,2.63031e-05,16,0.0561152,0.0141312,0.10496,0.0439296,0.32768,0.105062,0.0140288,6,ROWCACHING_NNZBALANCE
tumorAntiAngiogenesis_3.mtx,410,410,2099,0.0124866,16,0.0151552,0.0049152,0.004096,0.008192,0.0058368,0.0039936,0.0048128,5,ROWCACHING_ROWBALANCE
g7jac040.mtx,11790,11790,114671,0.000824947,16,0.0256,0.0106496,0.0195584,0.0242688,0.0546816,0.0195584,0.0106496,1,SEQREDUCE_ROWBALANCE
nasa1824.mtx,1824,1824,20516,0.00616656,16,0.016896,0.0057344,0.0057344,0.0123904,0.0109568,0.0057344,0.0058368,1,SEQREDUCE_ROWBALANCE
rajat03.mtx,7602,7602,32653,0.000565025,16,0.0233472,0.0062464,0.013312,0.0119808,0.0325632,0.0132096,0.0063488,1,SEQREDUCE_ROWBALANCE
Franz6.mtx,7576,3016,45456,0.00198939,16,0.0197632,0.004608,0.013312,0.0077824,0.033792,0.0134144,0.004608,1,SEQREDUCE_ROWBALANCE
tmt_unsym.mtx,917825,917825,4584801,5.44253e-06,16,0.63017,0.219238,1.36643,0.674099,3.82095,1.36622,0.219136,6,ROWCACHING_NNZBALANCE
adder_dcop_48.mtx,1813,1813,11246,0.00342139,16,0.0180224,0.0628736,0.0119808,0.0118784,0.0098304,0.0119808,0.0628736,4,PARREDUCE_NNZBALANCE
abtaha2.mtx,37932,331,137228,0.0109297,16,0.0356352,0.0070656,0.0519168,0.019456,0.148582,0.0519168,0.007168,1,SEQREDUCE_ROWBALANCE
mark3jac100.mtx,45769,45769,285215,0.000136154,16,0.04864,0.0140288,0.0627712,0.0535552,0.191181,0.0627712,0.0140288,1,SEQREDUCE_ROWBALANCE
oscil_dcop_01.mtx,430,430,1544,0.00835046,16,0.0164864,0.004096,0.0041984,0.0077824,0.006144,0.0041984,0.0041984,1,SEQREDUCE_ROWBALANCE
G_n_pin_pout.mtx,100000,100000,501198,5.01198e-05,16,0.078336,0.0173056,0.117965,0.0635904,0.394342,0.117862,0.0173056,1,SEQREDUCE_ROWBALANCE
dwt_918.mtx,918,918,4151,0.00492569,16,0.0166912,0.004608,0.0048128,0.0073728,0.0063488,0.0048128,0.0045056,6,ROWCACHING_NNZBALANCE
G67.mtx,10000,10000,20000,0.0002,16,0.0198656,0.0039936,0.0147456,0.007168,0.0387072,0.0147456,0.0039936,1,SEQREDUCE_ROWBALANCE
qc324.mtx,324,324,13527,0.128858,16,0.0135168,0.501965,0.0576512,0.010752,0.01536,0.0575488,0.501965,3,SEQREDUCE_NNZBALANCE
nd2010.mtx,133769,133769,312973,1.74902e-05,16,0.0771072,0.0165888,0.155955,0.0638976,0.491622,0.155955,0.0165888,1,SEQREDUCE_ROWBALANCE
n4c6-b1.mtx,210,21,420,0.0952381,16,0.0146432,0.003584,0.0038912,0.0047104,0.0059392,0.0039936,0.0034816,6,ROWCACHING_NNZBALANCE
GD96_d.mtx,180,180,229,0.0070679,16,0.0183296,0.0048128,0.0038912,0.0052224,0.0060416,0.0037888,0.0048128,5,ROWCACHING_ROWBALANCE
can_1072.mtx,1072,1072,6758,0.00588069,16,0.0167936,0.0060416,0.0050176,0.0084992,0.0069632,0.0049152,0.0059392,5,ROWCACHING_ROWBALANCE
GD01_c.mtx,33,33,135,0.123967,16,0.0132096,0.0037888,0.0036864,0.00512,0.0045056,0.0037888,0.0037888,2,PARREDUCE_ROWBALANCE
bibd_17_3.mtx,136,680,2040,0.0220588,16,0.0154624,0.0047104,0.0038912,0.0077824,0.0054272,0.0038912,0.0047104,2,PARREDUCE_ROWBALANCE
lowThrust_7.mtx,17378,17378,110607,0.000366255,16,0.0262144,0.32768,0.0562176,0.0192512,0.0728064,0.0566272,0.325325,3,SEQREDUCE_NNZBALANCE
G2_circuit.mtx,150102,150102,438388,1.94574e-05,16,0.0910336,0.0188416,0.180941,0.085504,0.561971,0.180941,0.0188416,1,SEQREDUCE_ROWBALANCE
rdist1.mtx,4134,4134,94408,0.00552418,16,0.024576,0.0083968,0.0099328,0.0309248,0.0254976,0.0100352,0.0083968,1,SEQREDUCE_ROWBALANCE
ch7-7-b1.mtx,882,49,1764,0.0408163,16,0.0161792,0.0036864,0.0047104,0.0055296,0.0067584,0.0047104,0.0036864,1,SEQREDUCE_ROWBALANCE
GD96_a.mtx,1096,1096,1677,0.00139609,16,0.0192512,0.004608,0.0050176,0.0062464,0.0074752,0.0050176,0.0045056,6,ROWCACHING_NNZBALANCE
adder_dcop_08.mtx,1813,1813,11242,0.00342017,16,0.0182272,0.062464,0.0121856,0.0118784,0.0100352,0.0121856,0.062464,4,PARREDUCE_NNZBALANCE
stat96v4.mtx,3173,63076,491336,0.00245496,16,0.0503808,1.94529,0.269926,0.167731,0.113664,0.270131,1.9454,0,CuSparse
shipsec1.mtx,140874,140874,3977139,0.000200405,16,0.387994,0.0929792,0.224768,0.210637,0.929997,0.224563,0.093184,1,SEQREDUCE_ROWBALANCE
bp_1000.mtx,822,822,4661,0.0068982,16,0.0171008,0.0175104,0.0055296,0.01024,0.0065536,0.0055296,0.017408,2,PARREDUCE_ROWBALANCE
cryg2500.mtx,2500,2500,12349,0.00197584,16,0.0172032,0.004096,0.006656,0.0093184,0.0124928,0.006656,0.0041984,1,SEQREDUCE_ROWBALANCE
wb-cs-stanford.mtx,9914,9914,36854,0.000374962,16,0.0449536,0.0166912,0.0162816,0.011776,0.0408576,0.0162816,0.0167936,3,SEQREDUCE_NNZBALANCE
GD01_Acap.mtx,953,953,645,0.000710189,16,0.0277504,0.0041984,0.004608,0.0049152,0.0063488,0.0047104,0.0041984,1,SEQREDUCE_ROWBALANCE
bcsstk33.mtx,8738,8738,300321,0.00393334,16,0.0357376,0.0131072,0.0167936,0.0290816,0.0576512,0.0166912,0.0130048,6,ROWCACHING_NNZBALANCE
vsp_south31_slptsk.mtx,39668,39668,189914,0.000120691,16,0.0386048,0.91351,0.119706,0.0366592,0.165069,0.119808,0.91392,3,SEQREDUCE_NNZBALANCE
oscil_dcop_31.mtx,430,430,1544,0.00835046,16,0.016896,0.0041984,0.0041984,0.0080896,0.0062464,0.0041984,0.0041984,1,SEQREDUCE_ROWBALANCE
t2dal.mtx,4257,4257,20861,0.00115114,16,0.01792,0.0045056,0.0082944,0.0084992,0.0191488,0.008192,0.0045056,1,SEQREDUCE_ROWBALANCE
nmos3.mtx,18588,18588,386594,0.0011189,16,0.0452608,0.011776,0.0278528,0.0408576,0.103322,0.0279552,0.011776,1,SEQREDUCE_ROWBALANCE
Si5H12.mtx,19896,19896,379247,0.000958055,16,0.0444416,0.0234496,0.0306176,0.0314368,0.105165,0.0305152,0.0234496,1,SEQREDUCE_ROWBALANCE
lp_standgub.mtx,361,1383,3339,0.00668786,16,0.0162816,0.0401408,0.008704,0.0124928,0.0059392,0.0086016,0.0401408,4,PARREDUCE_NNZBALANCE
G59.mtx,5000,5000,29570,0.0011828,16,0.0188416,0.0309248,0.009728,0.0095232,0.0227328,0.009728,0.0309248,3,SEQREDUCE_NNZBALANCE
mc2depi.mtx,525825,525825,2100225,7.59597e-06,16,0.373248,0.108032,0.780493,0.367104,2.12347,0.780493,0.108032,1,SEQREDUCE_ROWBALANCE
jan99jac040.mtx,13694,13694,82842,0.000441764,16,0.0246784,0.0086016,0.0214016,0.0222208,0.0592896,0.0214016,0.008704,1,SEQREDUCE_ROWBALANCE
fxm3_16.mtx,41340,85575,392252,0.000110879,16,0.0541696,0.0154624,0.057344,0.0605184,0.183603,0.057344,0.0154624,1,SEQREDUCE_ROWBALANCE
thermal.mtx,3456,3456,66528,0.00557002,16,0.018432,0.0055296,0.008192,0.0188416,0.020992,0.0079872,0.0054272,6,ROWCACHING_NNZBALANCE
ch8-8-b1.mtx,1568,64,3136,0.03125,16,0.016896,0.0038912,0.005632,0.0058368,0.0082944,0.0055296,0.0037888,6,ROWCACHING_NNZBALANCE
g7jac160.mtx,47430,47430,656616,0.000291881,16,0.0726016,0.0251904,0.068608,0.082432,0.228352,0.068608,0.024576,6,ROWCACHING_NNZBALANCE
lowThrust_12.mtx,18458,18458,117423,0.000344654,16,0.0270336,0.348877,0.0607232,0.0200704,0.0775168,0.060416,0.348877,3,SEQREDUCE_NNZBALANCE
conf5_4-8x8-20.mtx,49152,49152,1916928,0.000793457,16,0.208179,74.0693,8.04127,0.12503,1.64516,8.0426,74.1004,3,SEQREDUCE_NNZBALANCE
cs4.mtx,22499,22499,43858,8.66408e-05,16,0.0256,0.005632,0.029184,0.0145408,0.0852992,0.029184,0.0055296,6,ROWCACHING_NNZBALANCE
shl_0.mtx,663,663,1687,0.00383785,16,0.0195584,0.0224256,0.0070656,0.007168,0.0072704,0.007168,0.0223232,2,PARREDUCE_ROWBALANCE
N_reactome.mtx,10204,16559,43816,0.000259315,16,0.024064,0.039424,0.0169984,0.0141312,0.0427008,0.016896,0.0395264,3,SEQREDUCE_NNZBALANCE
fpga_dcop_21.mtx,1220,1220,5892,0.00395861,16,0.0195584,0.0059392,0.0054272,0.0096256,0.0073728,0.0053248,0.0059392,5,ROWCACHING_ROWBALANCE
c-63.mtx,44234,44234,239469,0.000122387,16,0.044032,0.0173056,0.056832,0.033792,0.177869,0.0569344,0.0175104,1,SEQREDUCE_ROWBALANCE
Kuu.mtx,7102,7102,173651,0.00344283,16,0.0269312,0.0098304,0.0130048,0.0264192,0.0420864,0.0130048,0.009728,6,ROWCACHING_NNZBALANCE
nemeth26.mtx,9506,9506,760633,0.00841743,16,0.0644096,0.026112,0.024576,0.0427008,0.0951296,0.024576,0.026112,2,PARREDUCE_ROWBALANCE
rajat30.mtx,643994,643994,6175377,1.48902e-05,16,0.735232,49.3709,6.49114,1.03997,3.69674,6.49626,49.3099,0,CuSparse
viscoplastic2.mtx,32769,32769,381326,0.000355116,16,0.0497664,0.0114688,0.0475136,0.0531456,0.152269,0.0475136,0.0114688,1,SEQREDUCE_ROWBALANCE
cage12.mtx,130228,130228,2032536,0.000119848,16,0.242074,0.0621568,0.209818,0.196506,0.708403,0.209818,0.0620544,6,ROWCACHING_NNZBALANCE
t60k.mtx,60005,60005,89440,2.48403e-05,16,0.0386048,0.0078848,0.0717824,0.0259072,0.217702,0.07168,0.0078848,1,SEQREDUCE_ROWBALANCE
pli.mtx,22695,22695,686502,0.00133285,16,0.064,0.0196608,0.0372736,0.0415744,0.138854,0.0371712,0.0195584,6,ROWCACHING_NNZBALANCE
cavity11.mtx,2597,2597,76367,0.011323,16,0.018944,0.0074752,0.0078848,0.0264192,0.0186368,0.0079872,0.0073728,6,ROWCACHING_NNZBALANCE
ex10.mtx,2410,2410,28625,0.00492846,16,0.0173056,0.0067584,0.0063488,0.0134144,0.0137216,0.0062464,0.0067584,5,ROWCACHING_ROWBALANCE
Geo_1438.mtx,1437960,1437960,32297325,1.56197e-05,16,2.92526,0.721306,2.29581,1.87976,8.85729,2.29581,0.721408,1,SEQREDUCE_ROWBALANCE
fullb.mtx,199187,199187,5953632,0.000150058,16,0.600371,0.130048,0.326246,0.300749,1.38004,0.326042,0.129843,6,ROWCACHING_NNZBALANCE
lp_scfxm3.mtx,990,1800,8206,0.00460494,16,0.0175104,0.006144,0.0052224,0.0134144,0.0068608,0.0052224,0.0062464,2,PARREDUCE_ROWBALANCE
rajat04.mtx,1041,1041,9642,0.00889745,16,0.0177152,0.0338944,0.00768,0.013312,0.0073728,0.00768,0.0338944,4,PARREDUCE_NNZBALANCE
TSOPF_RS_b300_c1.mtx,14538,14538,1474325,0.00697564,16,0.107827,0.039424,0.0420864,0.149299,0.168858,0.0421888,0.0415744,1,SEQREDUCE_ROWBALANCE
G4.mtx,800,800,19176,0.0299625,16,0.0167936,0.0075776,0.0050176,0.0128,0.0073728,0.00512,0.0074752,2,PARREDUCE_ROWBALANCE
G49.mtx,3000,3000,6000,0.000666667,16,0.0177152,0.0036864,0.006656,0.006144,0.0135168,0.0067584,0.0036864,1,SEQREDUCE_ROWBALANCE
s1rmt3m1.mtx,5489,5489,112505,0.00373409,16,0.0212992,0.0064512,0.010752,0.018432,0.0314368,0.010752,0.006656,1,SEQREDUCE_ROWBALANCE
bcsstk16.mtx,4884,4884,147631,0.00618908,16,0.0256,0.0083968,0.0108544,0.0259072,0.0320512,0.010752,0.0083968,1,SEQREDUCE_ROWBALANCE
G42.mtx,2000,2000,11779,0.00294475,16,0.0173056,0.0152576,0.0065536,0.008704,0.010752,0.006656,0.0152576,2,PARREDUCE_ROWBALANCE
bloweybl.mtx,30003,30003,70001,7.77633e-05,16,0.0285696,0.0058368,0.0391168,0.0183296,0.114586,0.0390144,0.0058368,1,SEQREDUCE_ROWBALANCE
bcsstk37.mtx,25503,25503,583240,0.000896736,16,0.0584704,0.0150528,0.0376832,0.0367616,0.141722,0.0375808,0.0149504,6,ROWCACHING_NNZBALANCE
zenios.mtx,2873,2873,15032,0.00182115,16,0.0180224,0.0062464,0.0067584,0.011776,0.0139264,0.0067584,0.0063488,1,SEQREDUCE_ROWBALANCE
rajat28.mtx,87190,87190,607235,7.98773e-05,16,0.0851968,1.43247,0.241562,0.0969728,0.380211,0.236134,1.43155,0,CuSparse
ex5.mtx,27,27,153,0.209877,16,0.0128,0.0037888,0.0036864,0.0053248,0.0043008,0.0036864,0.0037888,2,PARREDUCE_ROWBALANCE
g7jac140sc.mtx,41490,41490,565956,0.000328773,16,0.0653312,0.0228352,0.060928,0.0743424,0.200294,0.060928,0.0229376,1,SEQREDUCE_ROWBALANCE
IG5-16.mtx,18846,18485,588326,0.0016888,16,0.0560128,0.0217088,0.03328,0.084992,0.12032,0.0333824,0.0211968,6,ROWCACHING_NNZBALANCE
ash608.mtx,608,188,1216,0.0106383,16,0.015872,0.0036864,0.0044032,0.0052224,0.0065536,0.0045056,0.0036864,1,SEQREDUCE_ROWBALANCE
lp_ken_13.mtx,28632,42659,97246,7.96177e-05,16,0.0321536,0.0171008,0.0415744,0.02304,0.114176,0.0415744,0.016896,6,ROWCACHING_NNZBALANCE
delaunay_n11.mtx,2048,2048,6127,0.00146079,16,0.0173056,0.0048128,0.005632,0.0077824,0.0103424,0.005632,0.0048128,1,SEQREDUCE_ROWBALANCE
conf6_0-4x4-30.mtx,3072,3072,119808,0.0126953,16,0.0262144,4.55311,0.487014,0.0169984,0.101888,0.487219,4.55332,3,SEQREDUCE_NNZBALANCE
mk11-b4b.mtx,9450,17325,47250,0.0002886,16,0.0208896,0.0048128,0.0157696,0.008192,0.0408576,0.0157696,0.0048128,1,SEQREDUCE_ROWBALANCE
rajat08.mtx,19362,19362,51362,0.000137007,16,0.0249856,0.008192,0.026112,0.0145408,0.0751616,0.0262144,0.0080896,6,ROWCACHING_NNZBALANCE
sme3Da.mtx,12504,12504,874887,0.00559569,16,0.0735232,0.0295936,0.0344064,0.098816,0.122266,0.0344064,0.0297984,1,SEQREDUCE_ROWBALANCE
Trefethen_150.mtx,150,150,1095,0.0486667,16,0.014848,0.0044032,0.0038912,0.0064512,0.0054272,0.0039936,0.0044032,2,PARREDUCE_ROWBALANCE
dynamicSoaringProblem_8.mtx,3543,3543,20064,0.00159836,16,0.0188416,0.0618496,0.0130048,0.0106496,0.0166912,0.0129024,0.0618496,3,SEQREDUCE_NNZBALANCE
bcsstm36.mtx,23052,23052,166389,0.000313118,16,0.0316416,0.0082944,0.0288768,0.0192512,0.0971776,0.0287744,0.0083968,1,SEQREDUCE_ROWBALANCE
EX2.mtx,560,560,4368,0.0139286,16,0.0164864,0.0053248,0.0044032,0.0079872,0.0058368,0.0043008,0.0053248,5,ROWCACHING_ROWBALANCE
G22.mtx,2000,2000,19990,0.0049975,16,0.01792,0.0064512,0.006144,0.0114688,0.0115712,0.006144,0.0065536,2,PARREDUCE_ROWBALANCE
c-38.mtx,8127,8127,42908,0.000649647,16,0.0214016,0.0459776,0.0132096,0.0125952,0.0346112,0.0131072,0.0459776,3,SEQREDUCE_NNZBALANCE
HEP-th-new.mtx,27770,27770,352807,0.000457494,16,0.0603136,0.037376,0.041472,0.0513024,0.132301,0.041472,0.0374784,1,SEQREDUCE_ROWBALANCE
M20PI_n.mtx,1182,1182,2881,0.00206209,16,0.017408,0.0047104,0.00512,0.007168,0.0072704,0.00512,0.0047104,1,SEQREDUCE_ROWBALANCE
rail516.mtx,516,47827,315412,0.0127807,16,0.0331776,0.377754,0.0626688,0.52951,0.0439296,0.0622592,0.377754,0,CuSparse
nemeth10.mtx,9506,9506,205477,0.00227388,16,0.0293888,0.0099328,0.0162816,0.0157696,0.0533504,0.0162816,0.0098304,6,ROWCACHING_NNZBALANCE
psse1.mtx,14318,11028,57376,0.000363372,16,0.0234496,0.0062464,0.0218112,0.0180224,0.0591872,0.0218112,0.0062464,1,SEQREDUCE_ROWBALANCE
HTC_336_9129.mtx,226340,226340,554881,1.08312e-05,16,0.162918,0.737792,0.355021,0.142029,0.866406,0.353485,0.72919,3,SEQREDUCE_NNZBALANCE
wheel_7_1.mtx,114,113,338,0.0262382,16,0.014848,0.0043008,0.0037888,0.0057344,0.0058368,0.0037888,0.0043008,2,PARREDUCE_ROWBALANCE
fpga_dcop_41.mtx,1220,1220,5892,0.00395861,16,0.019456,0.0058368,0.0055296,0.0096256,0.0073728,0.0054272,0.0059392,5,ROWCACHING_ROWBALANCE
G26.mtx,2000,2000,19990,0.0049975,16,0.0177152,0.0062464,0.0062464,0.0118784,0.0115712,0.0062464,0.0062464,1,SEQREDUCE_ROWBALANCE
TS.mtx,2142,2142,45262,0.00986495,16,0.0200704,0.0052224,0.0065536,0.0268288,0.014336,0.0064512,0.0053248,1,SEQREDUCE_ROWBALANCE
jagmesh1.mtx,936,936,3600,0.00410914,16,0.0154624,0.004096,0.0047104,0.0068608,0.0062464,0.0047104,0.0041984,1,SEQREDUCE_ROWBALANCE
ex22.mtx,839,839,22715,0.0322692,16,0.0167936,0.006656,0.0053248,0.025088,0.0078848,0.0052224,0.006656,5,ROWCACHING_ROWBALANCE
cage13.mtx,445315,445315,7479343,3.77163e-05,16,0.879411,0.216269,0.727654,0.742605,2.53041,0.72745,0.216166,6,ROWCACHING_NNZBALANCE
engine.mtx,143571,143571,2424822,0.000117638,16,0.255283,0.064,0.213606,0.162714,0.781926,0.213504,0.064,1,SEQREDUCE_ROWBALANCE
oscil_dcop_37.mtx,430,430,1544,0.00835046,16,0.0166912,0.0043008,0.0041984,0.0078848,0.006144,0.0041984,0.0041984,2,PARREDUCE_ROWBALANCE
rgg_n_2_21_s0.mtx,2097152,2097152,14487995,3.29419e-06,16,1.80193,0.656691,2.70991,1.809,9.13797,2.72916,0.656896,1,SEQREDUCE_ROWBALANCE
adder_dcop_67.mtx,1813,1813,11246,0.00342139,16,0.0178176,0.062976,0.0120832,0.011776,0.0099328,0.0120832,0.062976,4,PARREDUCE_NNZBALANCE
pds-100.mtx,156243,514577,1096002,1.3632e-05,16,0.218522,0.0833536,0.249037,0.205107,0.703693,0.249139,0.0835584,1,SEQREDUCE_ROWBALANCE
str_400.mtx,363,363,3157,0.0239586,16,0.0164864,0.0050176,0.0045056,0.0118784,0.0059392,0.0045056,0.0050176,2,PARREDUCE_ROWBALANCE
hydr1c.mtx,5308,5308,23752,0.000843021,16,0.0192512,0.0050176,0.01024,0.0116736,0.0234496,0.0103424,0.0050176,1,SEQREDUCE_ROWBALANCE
ckt11752_dc_1.mtx,49702,49702,333029,0.000134814,16,0.0525312,0.147251,0.0672768,0.0536576,0.208998,0.0672768,0.147149,0,CuSparse
amazon-2008.mtx,735323,735323,5158388,9.5402e-06,16,0.65065,0.270131,1.09179,0.772096,3.27741,1.0878,0.269517,6,ROWCACHING_NNZBALANCE
lp_fit2d.mtx,25,10524,129042,0.490468,16,0.0233472,0.516096,0.108851,2.00264,0.0464896,0.108851,0.517018,0,CuSparse
f855_mat9_I.mtx,2456,2511,171214,0.0277629,16,0.0244736,0.0131072,0.0099328,0.0657408,0.025088,0.0101376,0.0131072,2,PARREDUCE_ROWBALANCE
tmt_sym.mtx,726713,726713,2903837,5.49853e-06,16,0.401306,0.172749,0.94208,0.518451,2.87365,0.941978,0.172749,1,SEQREDUCE_ROWBALANCE
Maragal_6.mtx,21255,10152,537694,0.00249185,16,0.0565248,0.292864,0.0608256,0.063488,0.141517,0.0586752,0.292762,0,CuSparse
G63.mtx,7000,7000,41459,0.000846102,16,0.0193536,0.0329728,0.0114688,0.0099328,0.03072,0.0114688,0.0330752,3,SEQREDUCE_NNZBALANCE
IG5-8.mtx,156,292,1711,0.0375615,16,0.0151552,0.0059392,0.0038912,0.011264,0.0054272,0.0038912,0.0059392,2,PARREDUCE_ROWBALANCE
g7jac080sc.mtx,23670,23670,293976,0.000524705,16,0.042496,0.0165888,0.0361472,0.0477184,0.112333,0.0362496,0.0167936,1,SEQREDUCE_ROWBALANCE
GD99_b.mtx,64,64,127,0.0310059,16,0.0145408,0.0037888,0.0038912,0.0048128,0.0050176,0.0037888,0.0038912,1,SEQREDUCE_ROWBALANCE
fs_183_6.mtx,183,183,1069,0.0319209,16,0.016896,0.0064512,0.0045056,0.0086016,0.0055296,0.0044032,0.0064512,5,ROWCACHING_ROWBALANCE
adder_dcop_47.mtx,1813,1813,11246,0.00342139,16,0.01792,0.0628736,0.0119808,0.0119808,0.0100352,0.0119808,0.062976,4,PARREDUCE_NNZBALANCE
tube1.mtx,21498,21498,459277,0.000993753,16,0.0492544,0.013312,0.0319488,0.0303104,0.116736,0.0319488,0.013312,1,SEQREDUCE_ROWBALANCE
graham1.mtx,9035,9035,335504,0.00411,16,0.0381952,0.0243712,0.0176128,0.055296,0.0628736,0.0176128,0.0243712,2,PARREDUCE_ROWBALANCE
nh2010.mtx,48837,48837,117275,4.91708e-05,16,0.0370688,0.0096256,0.0590848,0.0270336,0.181658,0.0590848,0.0096256,1,SEQREDUCE_ROWBALANCE
dwt_234.mtx,234,234,534,0.00975236,16,0.0144384,0.0039936,0.0038912,0.006144,0.0055296,0.0037888,0.0039936,5,ROWCACHING_ROWBALANCE
lowThrust_1.mtx,584,584,3314,0.00971688,16,0.0178176,0.01536,0.0058368,0.0101376,0.006144,0.0058368,0.01536,2,PARREDUCE_ROWBALANCE
lp_nug06.mtx,372,486,2232,0.0123457,16,0.0159744,0.0039936,0.0041984,0.0060416,0.0057344,0.0041984,0.0038912,6,ROWCACHING_NNZBALANCE
bcsstk13.mtx,2003,2003,42943,0.0107036,16,0.01792,0.0084992,0.006656,0.0208896,0.0137216,0.0065536,0.0084992,5,ROWCACHING_ROWBALANCE
c-19.mtx,2327,2327,12072,0.00222939,16,0.0190464,0.0145408,0.0062464,0.0108544,0.011776,0.0062464,0.0145408,2,PARREDUCE_ROWBALANCE
g7jac100.mtx,29610,29610,384636,0.000438706,16,0.049664,0.018944,0.0442368,0.0556032,0.14121,0.0443392,0.0187392,6,ROWCACHING_NNZBALANCE
OPF_3754.mtx,15435,15435,86854,0.000364566,16,0.0239616,0.0067584,0.0217088,0.0172032,0.0642048,0.0217088,0.0068608,1,SEQREDUCE_ROWBALANCE
nl.mtx,7039,15325,47035,0.000436023,16,0.0207872,0.012288,0.0129024,0.01536,0.0320512,0.0128,0.0121856,6,ROWCACHING_NNZBALANCE
